path,text,source,duration_sec
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00205.wav,wala koy labot sa mga prosthetics,synthetic,3.376
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00206.wav,nakasabot ko sa imong gibati,synthetic,2.912
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00207.wav,adunay mga nagtuo,synthetic,2.368
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00208.wav,i mean,synthetic,1.28
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00209.wav,anyway,synthetic,1.312
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00210.wav,emosyonal nga pagsulti,synthetic,2.592
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00211.wav,unom ka pilo,synthetic,1.968
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00212.wav,midayeg ko nimo,synthetic,2.16
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00213.wav,sa dihang,synthetic,1.408
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00214.wav,sultihan ko ikaw,synthetic,2.608
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00215.wav,naa koy dagkong pills para sa paniudto,synthetic,4.0
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00216.wav,gidaot mo kami,synthetic,2.24
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00217.wav,ayaw paghimo sa akong sayop,synthetic,3.264
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00218.wav,kung magpabilin ta dinhi,synthetic,2.592
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00219.wav,si lolo daddy ben adunay sekretong lab,synthetic,5.104
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00220.wav,miserable kami,synthetic,2.208
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00221.wav,mao ba,synthetic,1.216
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00222.wav,usa ka lahi nga klase sa daddy ben,synthetic,3.584
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00223.wav,maayong roasted cronenberg,synthetic,2.944
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00224.wav,tinuod,synthetic,1.216
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00225.wav,misyon nahuman,synthetic,2.304
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00226.wav,apan kung ang matag daddy ben nagdumot sa gobyerno,synthetic,4.4
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00227.wav,dili makiangayon,synthetic,2.24
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00228.wav,tama na,synthetic,1.104
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00229.wav,mianhi ko aron patyon ka,synthetic,3.056
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00230.wav,o buhii siya,synthetic,1.888
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00231.wav,tungod kay kini usa ka insentibo alang kanimo sa paghatag kanako sa akong labing limpyo nga shot,synthetic,7.92
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00232.wav,dili isyu,synthetic,1.504
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00233.wav,dili ko siya pasagdan nga mamatay,synthetic,3.712
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00234.wav,ako hingpit,synthetic,1.776
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00235.wav,seryuso ka nga tanga,synthetic,2.512
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00236.wav,kinsa ang tanga karon,synthetic,2.384
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00237.wav,maayong trabaho,synthetic,2.192
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00238.wav,peke nga pusil,synthetic,2.0
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00239.wav,empleyado sa bulan,synthetic,2.368
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00240.wav,maayong mga pitches,synthetic,2.56
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00241.wav,ang usag usa lang,synthetic,2.144
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00242.wav,dili gyud ko,synthetic,1.872
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00243.wav,dili kaayo paspas,synthetic,2.576
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00244.wav,mihulga siya nga itugyan ko sa gobyerno,synthetic,3.664
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00245.wav,gusto ko kanangmulan sarsa sa mcnugget,synthetic,3.952
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00246.wav,kung gikinahanglan ang siyam ka mga panahon,synthetic,3.584
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00247.wav,unsay imong gihisgutan,synthetic,2.592
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00248.wav,mao kana ang modala kanato hangtod sa katapusan,synthetic,4.32
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00249.wav,gusto ko kanang sarsa sa mcnugget,synthetic,3.584
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00250.wav,sa akong lingkuranan sa trabaho,synthetic,3.056
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00251.wav,dili ka ba makita ug ikaw,synthetic,3.344
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00252.wav,kinsay nagpakabana,synthetic,2.608
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00253.wav,adunay ka ba sa,synthetic,2.224
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00254.wav,dili ko magbuhat og magic,synthetic,3.12
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00255.wav,ang rason nga buhaton ni bisan kinsa mao,synthetic,3.888
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00256.wav,adunay kami appointment sa downtown nga gitakda usa ka semana ang milabay ug giuyonan sa tanan,synthetic,7.536
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00257.wav,okay ra,synthetic,1.328
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00258.wav,maayo nga pangutana,synthetic,2.608
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00259.wav,walay gipili nga ania dinhi,synthetic,2.896
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00260.wav,smith family,synthetic,1.728
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00261.wav,fuck both of you,synthetic,2.384
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00262.wav,by the way,synthetic,1.744
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00263.wav,god damn it,synthetic,1.728
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00264.wav,unsa sa imong hunahuna ang naa sa syringe,synthetic,3.952
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00265.wav,dili na niya kinahanglan pangayoa,synthetic,3.632
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00266.wav,mao kana ang imong pagkapukan,synthetic,2.896
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00267.wav,pickle man,synthetic,1.776
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00268.wav,paghilom ug tawagi kog helicopter,synthetic,3.904
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00269.wav,kuhaa kanang kwartaha,synthetic,2.432
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00270.wav,paalam,synthetic,1.136
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00271.wav,kini usa ka serum nga kinahanglan nako,synthetic,3.216
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00272.wav,tungod kay wala koy pagtahod sa therapy,synthetic,3.488
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00273.wav,she huffed enamel,synthetic,2.64
C:\Users\Kyle\Desktop\bisaya-stt-module\data\synthetic\audio\synthetic_00274.wav,sweetie,synthetic,1.296
